request_id,workflow,label,run_slug,endpoint_name,endpoint_type,started_at,ended_at,elapsed_seconds,outcome,status_code,error_type,retry_count,query_summary
14,pilot_day,region=rockies;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:05:33,2026-03-29T08:05:33,0.803,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=37.5,37.5,37.5,37.5,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0; longitude=-105.5,-103.0,-100.5,-100.0,-115.5,-113.0,-110.5,-108.0,-105.5,-103.0,-100.5,..."
15,pilot_day,region=rockies;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:05:34,2026-03-29T08:05:35,0.798,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,45.0,45.0,45.0,45.0; longitude=-115.5,-113.0,-110.5,-108.0,-105.5,-103.0,-100.5,-100.0,-115.5,-113.0,-110.5,..."
16,pilot_day,region=rockies;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:05:35,2026-03-29T08:05:36,0.805,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=45.0,45.0,45.0,45.0,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5; longitude=-105.5,-103.0,-100.5,-100.0,-115.5,-113.0,-110.5,-108.0,-105.5,-103.0,-100.5,..."
17,pilot_day,region=rockies;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:05:36,2026-03-29T08:05:37,0.789,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0; longitude=-115.5,-113.0,-110.5,-108.0,-105.5,-103.0,-100.5,-100.0,-115.5,-113.0,-110.5,..."
18,pilot_day,region=rockies;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:05:37,2026-03-29T08:05:38,0.637,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=51.0,51.0,51.0,51.0; longitude=-105.5,-103.0,-100.5,-100.0"
19,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:05:39,2026-03-29T08:06:25,45.178,retrying,,timeout,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,25.5,25.5,25.5,25.5; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
20,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:06:26,2026-03-29T08:06:27,0.793,success,200.0,,1,"start_date=2026-03-29; end_date=2026-03-29; latitude=23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,25.5,25.5,25.5,25.5; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
21,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:06:28,2026-03-29T08:06:28,0.788,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=25.5,25.5,25.5,25.5,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0; longitude=-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0"
22,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:06:29,2026-03-29T08:06:29,0.803,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,33.0,33.0,33.0,33.0; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
23,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:06:30,2026-03-29T08:06:31,0.785,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=33.0,33.0,33.0,33.0,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5; longitude=-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0"
24,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:06:31,2026-03-29T08:06:32,0.797,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,40.5,40.5,40.5,40.5; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
25,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:06:32,2026-03-29T08:06:33,0.784,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=40.5,40.5,40.5,40.5,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0; longitude=-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0"
26,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:06:33,2026-03-29T08:07:18,45.186,retrying,,timeout,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,48.0,48.0,48.0,48.0; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
27,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:07:20,2026-03-29T08:07:21,0.792,success,200.0,,1,"start_date=2026-03-29; end_date=2026-03-29; latitude=45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,48.0,48.0,48.0,48.0; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
28,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:07:21,2026-03-29T08:07:22,0.812,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=48.0,48.0,48.0,48.0,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5; longitude=-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0"
29,pilot_day,region=plains;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:07:22,2026-03-29T08:07:23,0.786,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0"
30,pilot_day,region=southeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:07:25,2026-03-29T08:07:26,0.826,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=22.0,22.0,22.0,22.0,22.0,22.0,22.0,25.5,25.5,25.5,25.5,25.5; longitude=-94.0,-90.5,-87.0,-83.5,-80.0,-76.5,-73.0,-94.0,-90.5,-87.0,-83.5,-80.0"
31,pilot_day,region=southeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:07:26,2026-03-29T08:07:27,0.783,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=25.5,25.5,29.0,29.0,29.0,29.0,29.0,29.0,29.0,32.5,32.5,32.5; longitude=-76.5,-73.0,-94.0,-90.5,-87.0,-83.5,-80.0,-76.5,-73.0,-94.0,-90.5,-87.0"
32,pilot_day,region=southeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:07:27,2026-03-29T08:08:13,45.168,retrying,,timeout,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=32.5,32.5,32.5,32.5,36.0,36.0,36.0,36.0,36.0,36.0,36.0,39.5; longitude=-83.5,-80.0,-76.5,-73.0,-94.0,-90.5,-87.0,-83.5,-80.0,-76.5,-73.0,-94.0"
33,pilot_day,region=southeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:08:14,2026-03-29T08:08:15,0.803,success,200.0,,1,"start_date=2026-03-29; end_date=2026-03-29; latitude=32.5,32.5,32.5,32.5,36.0,36.0,36.0,36.0,36.0,36.0,36.0,39.5; longitude=-83.5,-80.0,-76.5,-73.0,-94.0,-90.5,-87.0,-83.5,-80.0,-76.5,-73.0,-94.0"
34,pilot_day,region=southeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:08:16,2026-03-29T08:08:16,0.752,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=39.5,39.5,39.5,39.5,39.5,39.5; longitude=-90.5,-87.0,-83.5,-80.0,-76.5,-73.0"
35,pilot_day,region=northeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:08:18,2026-03-29T08:08:19,0.801,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,37.5,37.5,37.5; longitude=-84.0,-81.5,-79.0,-76.5,-74.0,-71.5,-69.0,-66.5,-64.5,-84.0,-81.5,-79.0"
36,pilot_day,region=northeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:08:19,2026-03-29T08:08:20,0.769,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=37.5,37.5,37.5,37.5,37.5,37.5,40.0,40.0,40.0,40.0,40.0,40.0; longitude=-76.5,-74.0,-71.5,-69.0,-66.5,-64.5,-84.0,-81.5,-79.0,-76.5,-74.0,-71.5"
37,pilot_day,region=northeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:08:21,2026-03-29T08:08:21,0.799,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=40.0,40.0,40.0,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5; longitude=-69.0,-66.5,-64.5,-84.0,-81.5,-79.0,-76.5,-74.0,-71.5,-69.0,-66.5,-64.5"
38,pilot_day,region=northeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:08:22,2026-03-29T08:09:07,45.204,retrying,,timeout,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.5,47.5,47.5; longitude=-84.0,-81.5,-79.0,-76.5,-74.0,-71.5,-69.0,-66.5,-64.5,-84.0,-81.5,-79.0"
39,pilot_day,region=northeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:09:08,2026-03-29T08:09:09,0.767,success,200.0,,1,"start_date=2026-03-29; end_date=2026-03-29; latitude=45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.5,47.5,47.5; longitude=-84.0,-81.5,-79.0,-76.5,-74.0,-71.5,-69.0,-66.5,-64.5,-84.0,-81.5,-79.0"
40,pilot_day,region=northeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:09:09,2026-03-29T08:09:10,0.863,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=47.5,47.5,47.5,47.5,47.5,47.5,49.5,49.5,49.5,49.5,49.5,49.5; longitude=-76.5,-74.0,-71.5,-69.0,-66.5,-64.5,-84.0,-81.5,-79.0,-76.5,-74.0,-71.5"
41,pilot_day,region=northeast;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:09:11,2026-03-29T08:09:11,0.612,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=49.5,49.5,49.5; longitude=-69.0,-66.5,-64.5"
42,pilot_day,region=great_lakes;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:09:14,2026-03-29T08:09:14,0.795,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,40.25,40.25,40.25; longitude=-96.0,-93.75,-91.5,-89.25,-87.0,-84.75,-82.5,-80.25,-78.0,-96.0,-93.75,-91.5"
43,pilot_day,region=great_lakes;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:09:15,2026-03-29T08:10:00,45.177,retrying,,timeout,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=40.25,40.25,40.25,40.25,40.25,40.25,42.5,42.5,42.5,42.5,42.5,42.5; longitude=-89.25,-87.0,-84.75,-82.5,-80.25,-78.0,-96.0,-93.75,-91.5,-89.25,-87.0,-84.75"
44,pilot_day,region=great_lakes;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:10:02,2026-03-29T08:10:15,13.749,success,200.0,,1,"start_date=2026-03-29; end_date=2026-03-29; latitude=40.25,40.25,40.25,40.25,40.25,40.25,42.5,42.5,42.5,42.5,42.5,42.5; longitude=-89.25,-87.0,-84.75,-82.5,-80.25,-78.0,-96.0,-93.75,-91.5,-89.25,-87.0,-84.75"
45,pilot_day,region=great_lakes;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:10:16,2026-03-29T08:10:17,0.951,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=42.5,42.5,42.5,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75; longitude=-82.5,-80.25,-78.0,-96.0,-93.75,-91.5,-89.25,-87.0,-84.75,-82.5,-80.25,-78.0"
46,pilot_day,region=great_lakes;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:10:17,2026-03-29T08:10:18,0.797,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,49.25,49.25,49.25; longitude=-96.0,-93.75,-91.5,-89.25,-87.0,-84.75,-82.5,-80.25,-78.0,-96.0,-93.75,-91.5"
47,pilot_day,region=great_lakes;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:10:18,2026-03-29T08:10:19,0.806,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=49.25,49.25,49.25,49.25,49.25,49.25,51.5,51.5,51.5,51.5,51.5,51.5; longitude=-89.25,-87.0,-84.75,-82.5,-80.25,-78.0,-96.0,-93.75,-91.5,-89.25,-87.0,-84.75"
48,pilot_day,region=great_lakes;date=2026-03-29,comfortwx_pilot_day_openmeteo_20260329,openmeteo_forecast,forecast,2026-03-29T08:10:19,2026-03-29T08:10:20,0.619,success,200.0,,0,"start_date=2026-03-29; end_date=2026-03-29; latitude=51.5,51.5,51.5; longitude=-82.5,-80.25,-78.0"
