request_id,workflow,label,run_slug,endpoint_name,endpoint_type,started_at,ended_at,elapsed_seconds,outcome,status_code,error_type,retry_count,query_summary
13,pilot_day,region=rockies;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:11:40,2026-03-29T08:12:25,45.197,retrying,,timeout,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,37.5,37.5,37.5,37.5; longitude=-115.5,-113.0,-110.5,-108.0,-105.5,-103.0,-100.5,-100.0,-115.5,-113.0,-110.5,..."
14,pilot_day,region=rockies;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:12:27,2026-03-29T08:12:28,0.771,success,200.0,,1,"start_date=2026-03-30; end_date=2026-03-30; latitude=35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,37.5,37.5,37.5,37.5; longitude=-115.5,-113.0,-110.5,-108.0,-105.5,-103.0,-100.5,-100.0,-115.5,-113.0,-110.5,..."
15,pilot_day,region=rockies;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:12:28,2026-03-29T08:12:29,0.801,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=37.5,37.5,37.5,37.5,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0; longitude=-105.5,-103.0,-100.5,-100.0,-115.5,-113.0,-110.5,-108.0,-105.5,-103.0,-100.5,..."
16,pilot_day,region=rockies;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:12:29,2026-03-29T08:12:30,0.799,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,45.0,45.0,45.0,45.0; longitude=-115.5,-113.0,-110.5,-108.0,-105.5,-103.0,-100.5,-100.0,-115.5,-113.0,-110.5,..."
17,pilot_day,region=rockies;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:12:30,2026-03-29T08:12:31,0.788,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=45.0,45.0,45.0,45.0,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5; longitude=-105.5,-103.0,-100.5,-100.0,-115.5,-113.0,-110.5,-108.0,-105.5,-103.0,-100.5,..."
18,pilot_day,region=rockies;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:12:31,2026-03-29T08:12:32,0.804,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0; longitude=-115.5,-113.0,-110.5,-108.0,-105.5,-103.0,-100.5,-100.0,-115.5,-113.0,-110.5,..."
19,pilot_day,region=rockies;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:12:33,2026-03-29T08:12:33,0.635,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=51.0,51.0,51.0,51.0; longitude=-105.5,-103.0,-100.5,-100.0"
20,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:12:35,2026-03-29T08:13:20,45.203,retrying,,timeout,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,25.5,25.5,25.5,25.5; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
21,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:13:21,2026-03-29T08:13:22,0.774,success,200.0,,1,"start_date=2026-03-30; end_date=2026-03-30; latitude=23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,25.5,25.5,25.5,25.5; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
22,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:13:23,2026-03-29T08:13:23,0.803,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=25.5,25.5,25.5,25.5,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0; longitude=-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0"
23,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:13:24,2026-03-29T08:13:25,0.782,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,33.0,33.0,33.0,33.0; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
24,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:13:25,2026-03-29T08:13:26,0.808,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=33.0,33.0,33.0,33.0,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5; longitude=-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0"
25,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:13:26,2026-03-29T08:13:27,0.802,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,40.5,40.5,40.5,40.5; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
26,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:13:27,2026-03-29T08:13:28,0.799,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=40.5,40.5,40.5,40.5,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0; longitude=-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0"
27,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:13:28,2026-03-29T08:14:14,45.181,retrying,,timeout,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,48.0,48.0,48.0,48.0; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
28,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:14:15,2026-03-29T08:14:16,0.814,success,200.0,,1,"start_date=2026-03-30; end_date=2026-03-30; latitude=45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,48.0,48.0,48.0,48.0; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0"
29,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:14:16,2026-03-29T08:14:17,0.8,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=48.0,48.0,48.0,48.0,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5; longitude=-96.5,-94.0,-91.5,-90.0,-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0"
30,pilot_day,region=plains;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:14:18,2026-03-29T08:14:18,0.781,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0; longitude=-106.5,-104.0,-101.5,-99.0,-96.5,-94.0,-91.5,-90.0"
31,pilot_day,region=southeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:14:20,2026-03-29T08:14:21,0.814,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=22.0,22.0,22.0,22.0,22.0,22.0,22.0,25.5,25.5,25.5,25.5,25.5; longitude=-94.0,-90.5,-87.0,-83.5,-80.0,-76.5,-73.0,-94.0,-90.5,-87.0,-83.5,-80.0"
32,pilot_day,region=southeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:14:21,2026-03-29T08:14:22,0.804,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=25.5,25.5,29.0,29.0,29.0,29.0,29.0,29.0,29.0,32.5,32.5,32.5; longitude=-76.5,-73.0,-94.0,-90.5,-87.0,-83.5,-80.0,-76.5,-73.0,-94.0,-90.5,-87.0"
33,pilot_day,region=southeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:14:22,2026-03-29T08:15:08,45.204,retrying,,timeout,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=32.5,32.5,32.5,32.5,36.0,36.0,36.0,36.0,36.0,36.0,36.0,39.5; longitude=-83.5,-80.0,-76.5,-73.0,-94.0,-90.5,-87.0,-83.5,-80.0,-76.5,-73.0,-94.0"
34,pilot_day,region=southeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:15:09,2026-03-29T08:15:10,1.019,success,200.0,,1,"start_date=2026-03-30; end_date=2026-03-30; latitude=32.5,32.5,32.5,32.5,36.0,36.0,36.0,36.0,36.0,36.0,36.0,39.5; longitude=-83.5,-80.0,-76.5,-73.0,-94.0,-90.5,-87.0,-83.5,-80.0,-76.5,-73.0,-94.0"
35,pilot_day,region=southeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:15:11,2026-03-29T08:15:12,0.782,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=39.5,39.5,39.5,39.5,39.5,39.5; longitude=-90.5,-87.0,-83.5,-80.0,-76.5,-73.0"
36,pilot_day,region=northeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:15:13,2026-03-29T08:15:14,0.801,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,37.5,37.5,37.5; longitude=-84.0,-81.5,-79.0,-76.5,-74.0,-71.5,-69.0,-66.5,-64.5,-84.0,-81.5,-79.0"
37,pilot_day,region=northeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:15:14,2026-03-29T08:15:15,0.777,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=37.5,37.5,37.5,37.5,37.5,37.5,40.0,40.0,40.0,40.0,40.0,40.0; longitude=-76.5,-74.0,-71.5,-69.0,-66.5,-64.5,-84.0,-81.5,-79.0,-76.5,-74.0,-71.5"
38,pilot_day,region=northeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:15:16,2026-03-29T08:15:16,0.803,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=40.0,40.0,40.0,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5; longitude=-69.0,-66.5,-64.5,-84.0,-81.5,-79.0,-76.5,-74.0,-71.5,-69.0,-66.5,-64.5"
39,pilot_day,region=northeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:15:17,2026-03-29T08:16:02,45.201,retrying,,timeout,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.5,47.5,47.5; longitude=-84.0,-81.5,-79.0,-76.5,-74.0,-71.5,-69.0,-66.5,-64.5,-84.0,-81.5,-79.0"
40,pilot_day,region=northeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:16:04,2026-03-29T08:16:04,0.802,success,200.0,,1,"start_date=2026-03-30; end_date=2026-03-30; latitude=45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.5,47.5,47.5; longitude=-84.0,-81.5,-79.0,-76.5,-74.0,-71.5,-69.0,-66.5,-64.5,-84.0,-81.5,-79.0"
41,pilot_day,region=northeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:16:05,2026-03-29T08:16:06,0.809,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=47.5,47.5,47.5,47.5,47.5,47.5,49.5,49.5,49.5,49.5,49.5,49.5; longitude=-76.5,-74.0,-71.5,-69.0,-66.5,-64.5,-84.0,-81.5,-79.0,-76.5,-74.0,-71.5"
42,pilot_day,region=northeast;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:16:06,2026-03-29T08:16:07,0.634,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=49.5,49.5,49.5; longitude=-69.0,-66.5,-64.5"
43,pilot_day,region=great_lakes;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:16:08,2026-03-29T08:16:09,0.786,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,40.25,40.25,40.25; longitude=-96.0,-93.75,-91.5,-89.25,-87.0,-84.75,-82.5,-80.25,-78.0,-96.0,-93.75,-91.5"
44,pilot_day,region=great_lakes;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:16:09,2026-03-29T08:16:10,1.009,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=40.25,40.25,40.25,40.25,40.25,40.25,42.5,42.5,42.5,42.5,42.5,42.5; longitude=-89.25,-87.0,-84.75,-82.5,-80.25,-78.0,-96.0,-93.75,-91.5,-89.25,-87.0,-84.75"
45,pilot_day,region=great_lakes;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:16:11,2026-03-29T08:16:56,45.167,retrying,,timeout,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=42.5,42.5,42.5,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75; longitude=-82.5,-80.25,-78.0,-96.0,-93.75,-91.5,-89.25,-87.0,-84.75,-82.5,-80.25,-78.0"
46,pilot_day,region=great_lakes;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:16:58,2026-03-29T08:16:59,0.802,success,200.0,,1,"start_date=2026-03-30; end_date=2026-03-30; latitude=42.5,42.5,42.5,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75; longitude=-82.5,-80.25,-78.0,-96.0,-93.75,-91.5,-89.25,-87.0,-84.75,-82.5,-80.25,-78.0"
47,pilot_day,region=great_lakes;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:16:59,2026-03-29T08:17:00,0.789,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,49.25,49.25,49.25; longitude=-96.0,-93.75,-91.5,-89.25,-87.0,-84.75,-82.5,-80.25,-78.0,-96.0,-93.75,-91.5"
48,pilot_day,region=great_lakes;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:17:00,2026-03-29T08:17:01,0.804,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=49.25,49.25,49.25,49.25,49.25,49.25,51.5,51.5,51.5,51.5,51.5,51.5; longitude=-89.25,-87.0,-84.75,-82.5,-80.25,-78.0,-96.0,-93.75,-91.5,-89.25,-87.0,-84.75"
49,pilot_day,region=great_lakes;date=2026-03-30,comfortwx_pilot_day_openmeteo_20260330,openmeteo_forecast,forecast,2026-03-29T08:17:01,2026-03-29T08:17:02,0.622,success,200.0,,0,"start_date=2026-03-30; end_date=2026-03-30; latitude=51.5,51.5,51.5; longitude=-82.5,-80.25,-78.0"
